            Date,NO,NO2,SO2,CO
13-06-2023 00:00,40.5975,39.4425,5.415,5.1475
14-06-2023 00:00,38.66,37.0675,4.6125,12.4375
15-06-2023 00:00,35.8525,42.9825,5.0325,4.8825
16-06-2023 00:00,58.99666667,51.43,7.086666667,8.013333333
17-06-2023 00:00,53.67666667,47.93666667,5.93,6.103333333
18-06-2023 00:00,20.58,34.25,4.543333333,4.896666667
19-06-2023 00:00,46.16,48.86333333,4.383333333,4.61
20-06-2023 00:00,19.31333333,39.29333333,4.726666667,5.863333333
21-06-2023 00:00,32.46666667,51.06333333,4.746666667,5.806666667
22-06-2023 00:00,33.275,50.64,4.4775,4.49
23-06-2023 00:00,37.3875,44.22,4.495,4.4975
24-06-2023 00:00,18.62,38.7,3.9025,6.0275
25-06-2023 00:00,36.8875,34.615,3.9075,4.7
26-06-2023 00:00,19.3025,34.75,3.91,4.84
27-06-2023 00:00,18.8575,36.69,3.75,6.0175
28-06-2023 00:00,39.73,52.075,4.2625,4.8425
29-06-2023 00:00,34.9375,60.8325,4.0575,4.775
30-06-2023 00:00,29.5225,57.81,4.745,4.1225
01-07-2023 00:00,25.245,50.3325,4.3075,5.0425
02-07-2023 00:00,38.92,64.41,3.9775,5.465
03-07-2023 00:00,35.705,83.6475,4.0525,4.6875
04-07-2023 00:00,25.9325,74.5575,3.8825,4.2825
05-07-2023 00:00,21.29,58,3.2275,5.3725
06-07-2023 00:00,26.0175,58.485,4.0075,5.2
07-07-2023 00:00,18.845,64.3475,3.7,4.8475
08-07-2023 00:00,44.405,67.52,3.2925,5.265
09-07-2023 00:00,22.2625,42.0125,3.23,4.7375
10-07-2023 00:00,34.7075,43.665,3.2625,6.39
11-07-2023 00:00,39.5225,41.9825,3.8375,5.5975
12-07-2023 00:00,17.91,35.86,4.25,5.28
13-07-2023 00:00,18.385,32.27,3.78,5.02
14-07-2023 00:00,12.12,28.2,2.46,1.2
15-07-2023 00:00,6.37,23.37,2.36,1.04
16-07-2023 00:00,5.49,20.37,3.61,1.19
17-07-2023 00:00,5.9,19.99,2.94,1.23
18-07-2023 00:00,5.03,22.75,3.59,1.19
19-07-2023 00:00,8.86,30.99,2.97,1.2
20-07-2023 00:00,19.12,40.58,4.0725,4.905
21-07-2023 00:00,20.8025,35.2525,4.68,5.165
22-07-2023 00:00,9.1225,28.0125,3.795,5.585
23-07-2023 00:00,13.3525,36.3325,4.1075,4.4025
24-07-2023 00:00,11.12,30.0725,4.795,3.97
25-07-2023 00:00,12.37,33.8025,3.7775,4.995
26-07-2023 00:00,16.9575,38.28,4.6525,4.36
27-07-2023 00:00,40.80666667,51.47333333,5.3,5.916666667
28-07-2023 00:00,8.886666667,21.27333333,3.87,6.263333333
29-07-2023 00:00,25.97,24.17,4.543333333,4.18
30-07-2023 00:00,51.01333333,36.78333333,4.08,4.913333333
31-07-2023 00:00,60.96666667,49.69333333,4.12,5.136666667
01-08-2023 00:00,55.61666667,42.06333333,3.353333333,5.726666667
02-08-2023 00:00,53.54666667,39.95,3.316666667,5.37
03-08-2023 00:00,51.85333333,41.38666667,3.65,6.263333333
04-08-2023 00:00,36.35,46.405,1.75,5.213333333
05-08-2023 00:00,69.07,40.35666667,5.22,6.076666667
06-08-2023 00:00,77.00333333,32.43,3.663333333,5.356666667
07-08-2023 00:00,61.34666667,26.05,3.523333333,5.9
08-08-2023 00:00,8.165,7.465,5.305,0.795
09-08-2023 00:00,8.63,5.91,3.893333333,0.82
10-08-2023 00:00,8.1,6.236666667,3.133333333,0.8
11-08-2023 00:00,8.035,6.573333333,3.28,0.8
12-08-2023 00:00,54.19666667,25.30666667,3.81,2.826666667
13-08-2023 00:00,20.84333333,22.88666667,3.98,4.863333333
14-08-2023 00:00,8.646666667,13.06333333,4.29,7.446666667
15-08-2023 00:00,5.42,9.256666667,3.83,5.43
16-08-2023 00:00,11.59333333,8.97,3.766666667,7.19
17-08-2023 00:00,18.82333333,8.905,3.773333333,6.436666667
18-08-2023 00:00,14.42333333,5.013333333,4.046666667,4.566666667
19-08-2023 00:00,15.12333333,9.456666667,3.98,5.52
20-08-2023 00:00,13.73333333,11.135,3.343333333,5.36
21-08-2023 00:00,13.78,13.30666667,3.296666667,6.883333333
22-08-2023 00:00,26.375,14.19,1.065,5.756666667
23-08-2023 00:00,22.04,9.98,4.136666667,5.31
